,sm_clock,total power,total time,name
0,569,1333.0,16.0,goulash
1,645,1374.0,15.0,goulash
2,721,1175.0,13.0,goulash
3,797,1232.0,13.0,goulash
4,873,1293.0,13.0,goulash
5,949,1294.0,12.0,goulash
6,1025,1180.6666666666665,11.0,goulash
7,1101,1206.3333333333335,11.0,goulash
8,1177,1313.0,11.0,goulash
9,1252,1390.0,11.0,goulash
10,1328,1509.090909090909,10.0,goulash
11,1404,1761.0,10.0,goulash
12,1480,2027.0,11.0,goulash
