,sm_clock,total power,total time,name
0,569,242.0,4.0,miniMDock
1,645,241.0,4.0,miniMDock
2,721,289.0,5.0,miniMDock
3,797,255.83333333333331,5.0,miniMDock
4,873,256.8,4.0,miniMDock
5,949,154.66666666666666,2.0,miniMDock
6,1025,222.75,3.0,miniMDock
7,1101,220.5,3.0,miniMDock
8,1177,153.33333333333334,2.0,miniMDock
9,1252,152.0,2.0,miniMDock
10,1328,188.66666666666666,2.0,miniMDock
11,1404,281.25,3.0,miniMDock
12,1480,307.5,3.0,miniMDock
